slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,1,0,0.0,,,,,10.01,10.01,7.51
regime_label,baseline_prev_day_direction,trending,3,3,1.0,,,,,10.68,6.94,10.68
regime_label,baseline_random_walk,choppy,4,0,0.0,,,,,11.75,11.89,11.75
regime_label,baseline_simple_technical,choppy,1,0,0.0,,,,,19.95,19.95,17.45
regime_label,baseline_simple_technical,trending,3,3,1.0,,,,,8.67,9.23,8.67
regime_label,ugh_v2_alpha,choppy,1,0,0.0,1,1.0,1,1.0,10.66,10.66,8.16
regime_label,ugh_v2_alpha,trending,3,3,1.0,2,0.6667,3,1.0,5.62,4.66,5.62
regime_label,ugh_v2_beta,choppy,1,0,0.0,1,1.0,1,1.0,10.07,10.07,7.57
regime_label,ugh_v2_beta,trending,3,3,1.0,2,0.6667,3,1.0,6.18,4.66,6.18
regime_label,ugh_v2_delta,choppy,1,0,0.0,1,1.0,1,1.0,10.3,10.3,7.8
regime_label,ugh_v2_delta,trending,3,3,1.0,2,0.6667,3,1.0,5.71,4.68,5.71
regime_label,ugh_v2_gamma,choppy,1,0,0.0,1,1.0,1,1.0,10.16,10.16,7.66
regime_label,ugh_v2_gamma,trending,3,3,1.0,2,0.6667,3,1.0,5.89,3.54,5.89
volatility_label,baseline_prev_day_direction,low,4,3,0.75,,,,,10.51,8.47,9.89
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,8.35,8.76,8.35
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,21.97,21.97,21.97
volatility_label,baseline_simple_technical,low,4,3,0.75,,,,,11.49,11.7,10.87
volatility_label,ugh_v2_alpha,low,4,3,0.75,3,0.75,4,1.0,6.88,7.66,6.25
volatility_label,ugh_v2_beta,low,4,3,0.75,3,0.75,4,1.0,7.15,7.36,6.53
volatility_label,ugh_v2_delta,low,4,3,0.75,3,0.75,4,1.0,6.86,7.49,6.23
volatility_label,ugh_v2_gamma,low,4,3,0.75,3,0.75,4,1.0,6.96,6.85,6.33
intervention_risk,baseline_prev_day_direction,low,4,3,0.75,,,,,10.51,8.47,9.89
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,11.75,11.89,11.75
intervention_risk,baseline_simple_technical,low,4,3,0.75,,,,,11.49,11.7,10.87
intervention_risk,ugh_v2_alpha,low,4,3,0.75,3,0.75,4,1.0,6.88,7.66,6.25
intervention_risk,ugh_v2_beta,low,4,3,0.75,3,0.75,4,1.0,7.15,7.36,6.53
intervention_risk,ugh_v2_delta,low,4,3,0.75,3,0.75,4,1.0,6.86,7.49,6.23
intervention_risk,ugh_v2_gamma,low,4,3,0.75,3,0.75,4,1.0,6.96,6.85,6.33
