slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,5,2,0.4,,,,,,,39.16,12.93,17.23
regime_label,baseline_random_walk,trending,5,0,0.0,,,,,,,15.82,11.7,15.82
regime_label,baseline_simple_technical,trending,5,4,0.8,,,,,,,24.07,22.19,19.39
regime_label,ugh_v2_alpha,trending,5,2,0.4,3,0.6,5,1.0,3,0.6,17.88,8.06,13.68
regime_label,ugh_v2_beta,trending,5,2,0.4,3,0.6,4,0.8,3,0.6,19.08,8.57,14.4
regime_label,ugh_v2_delta,trending,5,2,0.4,3,0.6,5,1.0,3,0.6,18.54,8.3,13.86
regime_label,ugh_v2_gamma,trending,5,2,0.4,3,0.6,5,1.0,3,0.6,17.71,8.29,13.81
volatility_label,baseline_prev_day_direction,low,1,1,1.0,,,,,,,11.72,11.72,11.72
volatility_label,baseline_prev_day_direction,normal,4,1,0.25,,,,,,,46.02,38.93,18.61
volatility_label,baseline_random_walk,low,1,0,0.0,,,,,,,0.62,0.62,0.62
volatility_label,baseline_random_walk,normal,4,0,0.0,,,,,,,19.62,12.02,19.62
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,,,20.5,20.5,20.5
volatility_label,baseline_simple_technical,normal,4,3,0.75,,,,,,,24.96,27.23,19.11
volatility_label,ugh_v2_alpha,low,1,1,1.0,1,1.0,1,1.0,0,0.0,4.67,4.67,4.67
volatility_label,ugh_v2_alpha,normal,4,1,0.25,2,0.5,4,1.0,3,0.75,21.18,15.12,15.93
volatility_label,ugh_v2_beta,low,1,1,1.0,1,1.0,1,1.0,0,0.0,6.5,6.5,6.5
volatility_label,ugh_v2_beta,normal,4,1,0.25,2,0.5,3,0.75,3,0.75,22.22,17.21,16.37
volatility_label,ugh_v2_delta,low,1,1,1.0,1,1.0,1,1.0,0,0.0,5.67,5.67,5.67
volatility_label,ugh_v2_delta,normal,4,1,0.25,2,0.5,4,1.0,3,0.75,21.76,16.28,15.91
volatility_label,ugh_v2_gamma,low,1,1,1.0,1,1.0,1,1.0,0,0.0,4.34,4.34,4.34
volatility_label,ugh_v2_gamma,normal,4,1,0.25,2,0.5,4,1.0,3,0.75,21.05,14.87,16.18
intervention_risk,baseline_prev_day_direction,low,4,2,0.5,,,,,,,25.17,12.32,18.7
intervention_risk,baseline_prev_day_direction,medium,1,0,0.0,,,,,,,95.11,95.11,11.35
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,,,6.47,6.47,6.47
intervention_risk,baseline_random_walk,medium,1,0,0.0,,,,,,,53.23,53.23,53.23
intervention_risk,baseline_simple_technical,low,4,3,0.75,,,,,,,22.02,21.35,16.17
intervention_risk,baseline_simple_technical,medium,1,1,1.0,,,,,,,32.27,32.27,32.27
intervention_risk,ugh_v2_alpha,low,4,2,0.5,3,0.75,4,1.0,3,0.75,9.04,6.37,3.79
intervention_risk,ugh_v2_alpha,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,53.23,53.23,53.23
intervention_risk,ugh_v2_beta,low,4,2,0.5,3,0.75,4,1.0,3,0.75,10.54,7.53,4.69
intervention_risk,ugh_v2_beta,medium,1,0,0.0,0,0.0,0,0.0,0,0.0,53.23,53.23,53.23
intervention_risk,ugh_v2_delta,low,4,2,0.5,3,0.75,4,1.0,3,0.75,9.87,6.98,4.02
intervention_risk,ugh_v2_delta,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,53.23,53.23,53.23
intervention_risk,ugh_v2_gamma,low,4,2,0.5,3,0.75,4,1.0,3,0.75,8.83,6.31,3.95
intervention_risk,ugh_v2_gamma,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,53.23,53.23,53.23
