slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
regime_label,baseline_prev_day_direction,trending,4,1,0.25,,,,,,,79.34,75.87,45.58,1,4,0.25
regime_label,baseline_random_walk,trending,4,0,0.0,,,,,,,79.9,59.04,79.9,0,0,
regime_label,baseline_simple_technical,trending,4,1,0.25,,,,,,,93.68,80.79,55.73,1,4,0.25
regime_label,ugh_v2_alpha,trending,4,1,0.25,2,0.5,4,1.0,1,0.25,85.16,68.17,72.26,1,3,0.3333
regime_label,ugh_v2_beta,trending,4,1,0.25,2,0.5,3,0.75,1,0.25,86.41,70.98,70.7,1,3,0.3333
regime_label,ugh_v2_delta,trending,4,0,0.0,2,0.5,4,1.0,1,0.25,87.08,69.64,72.71,0,2,0.0
regime_label,ugh_v2_gamma,trending,4,1,0.25,2,0.5,4,1.0,1,0.25,84.66,67.1,72.82,1,3,0.3333
volatility_label,baseline_prev_day_direction,high,2,1,0.5,,,,,,,104.53,104.53,76.98,1,2,0.5
volatility_label,baseline_prev_day_direction,normal,2,0,0.0,,,,,,,54.16,54.16,14.17,0,2,0.0
volatility_label,baseline_random_walk,high,2,0,0.0,,,,,,,136.02,136.02,136.02,0,0,
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,23.77,23.77,23.77,0,0,
volatility_label,baseline_simple_technical,high,2,0,0.0,,,,,,,163.99,163.99,108.06,0,2,0.0
volatility_label,baseline_simple_technical,normal,2,1,0.5,,,,,,,23.38,23.38,3.39,1,2,0.5
volatility_label,ugh_v2_alpha,high,2,0,0.0,0,0.0,2,1.0,0,0.0,142.79,142.79,129.26,0,1,0.0
volatility_label,ugh_v2_alpha,normal,2,1,0.5,2,1.0,2,1.0,1,0.5,27.54,27.54,15.25,1,2,0.5
volatility_label,ugh_v2_beta,high,2,1,0.5,0,0.0,1,0.5,0,0.0,141.64,141.64,125.04,1,2,0.5
volatility_label,ugh_v2_beta,normal,2,0,0.0,2,1.0,2,1.0,1,0.5,31.18,31.18,16.36,0,1,0.0
volatility_label,ugh_v2_delta,high,2,0,0.0,0,0.0,2,1.0,0,0.0,143.61,143.61,128.44,0,1,0.0
volatility_label,ugh_v2_delta,normal,2,0,0.0,2,1.0,2,1.0,1,0.5,30.55,30.55,16.99,0,1,0.0
volatility_label,ugh_v2_gamma,high,2,0,0.0,0,0.0,2,1.0,0,0.0,142.26,142.26,129.79,0,1,0.0
volatility_label,ugh_v2_gamma,normal,2,1,0.5,2,1.0,2,1.0,1,0.5,27.06,27.06,15.86,1,2,0.5
intervention_risk,baseline_prev_day_direction,high,1,1,1.0,,,,,,,90.97,90.97,90.97,1,1,1.0
intervention_risk,baseline_prev_day_direction,low,2,0,0.0,,,,,,,54.16,54.16,14.17,0,2,0.0
intervention_risk,baseline_prev_day_direction,medium,1,0,0.0,,,,,,,118.09,118.09,62.99,0,1,0.0
intervention_risk,baseline_random_walk,high,1,0,0.0,,,,,,,181.51,181.51,181.51,0,0,
intervention_risk,baseline_random_walk,low,2,0,0.0,,,,,,,23.77,23.77,23.77,0,0,
intervention_risk,baseline_random_walk,medium,1,0,0.0,,,,,,,90.54,90.54,90.54,0,0,
intervention_risk,baseline_simple_technical,high,1,0,0.0,,,,,,,211.7,211.7,151.32,0,1,0.0
intervention_risk,baseline_simple_technical,low,2,1,0.5,,,,,,,23.38,23.38,3.39,1,2,0.5
intervention_risk,baseline_simple_technical,medium,1,0,0.0,,,,,,,116.27,116.27,64.81,0,1,0.0
intervention_risk,ugh_v2_alpha,high,1,0,0.0,0,0.0,1,1.0,0,0.0,181.51,181.51,181.51,0,0,
intervention_risk,ugh_v2_alpha,low,2,1,0.5,2,1.0,2,1.0,1,0.5,27.54,27.54,15.25,1,2,0.5
intervention_risk,ugh_v2_alpha,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,104.07,104.07,77.01,0,1,0.0
intervention_risk,ugh_v2_beta,high,1,1,1.0,0,0.0,0,0.0,0,0.0,176.14,176.14,176.14,1,1,1.0
intervention_risk,ugh_v2_beta,low,2,0,0.0,2,1.0,2,1.0,1,0.5,31.18,31.18,16.36,0,1,0.0
intervention_risk,ugh_v2_beta,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,107.14,107.14,73.94,0,1,0.0
intervention_risk,ugh_v2_delta,high,1,0,0.0,0,0.0,1,1.0,0,0.0,181.51,181.51,181.51,0,0,
intervention_risk,ugh_v2_delta,low,2,0,0.0,2,1.0,2,1.0,1,0.5,30.55,30.55,16.99,0,1,0.0
intervention_risk,ugh_v2_delta,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,105.72,105.72,75.36,0,1,0.0
intervention_risk,ugh_v2_gamma,high,1,0,0.0,0,0.0,1,1.0,0,0.0,181.51,181.51,181.51,0,0,
intervention_risk,ugh_v2_gamma,low,2,1,0.5,2,1.0,2,1.0,1,0.5,27.06,27.06,15.86,1,2,0.5
intervention_risk,ugh_v2_gamma,medium,1,0,0.0,0,0.0,1,1.0,0,0.0,103.01,103.01,78.07,0,1,0.0
event_tag,baseline_prev_day_direction,month_end,1,0,0.0,,,,,,,60.77,60.77,20.79,0,1,0.0
event_tag,baseline_random_walk,month_end,1,0,0.0,,,,,,,19.99,19.99,19.99,0,0,
event_tag,baseline_simple_technical,month_end,1,0,0.0,,,,,,,45.32,45.32,5.33,0,1,0.0
event_tag,ugh_v2_alpha,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,32.28,32.28,7.71,0,1,0.0
event_tag,ugh_v2_beta,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,34.82,34.82,5.17,0,1,0.0
event_tag,ugh_v2_delta,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,33.56,33.56,6.43,0,1,0.0
event_tag,ugh_v2_gamma,month_end,1,0,0.0,1,1.0,1,1.0,1,1.0,31.2,31.2,8.79,0,1,0.0
