slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,2,0,0.0,,,,,19.19,19.19,5.35
regime_label,baseline_prev_day_direction,trending,3,3,1.0,,,,,6.53,5.07,6.53
regime_label,baseline_random_walk,choppy,5,0,0.0,,,,,12.97,15.1,12.97
regime_label,baseline_simple_technical,choppy,2,0,0.0,,,,,53.87,53.87,24.88
regime_label,baseline_simple_technical,trending,3,3,1.0,,,,,27.32,24.39,27.32
regime_label,ugh_v2_alpha,choppy,1,0,0.0,,,1,1.0,22.69,22.69,5.08
regime_label,ugh_v2_alpha,trending,4,4,1.0,,,4,1.0,7.09,6.23,7.09
regime_label,ugh_v2_beta,choppy,1,0,0.0,,,1,1.0,23.43,23.43,5.82
regime_label,ugh_v2_beta,trending,4,4,1.0,,,4,1.0,4.48,3.36,4.48
regime_label,ugh_v2_delta,choppy,1,0,0.0,,,1,1.0,23.0,23.0,5.39
regime_label,ugh_v2_delta,trending,4,4,1.0,,,4,1.0,5.56,4.68,5.56
regime_label,ugh_v2_gamma,choppy,1,0,0.0,,,1,1.0,21.55,21.55,3.95
regime_label,ugh_v2_gamma,trending,4,4,1.0,,,4,1.0,6.77,6.18,6.77
regime_label,ugh_v2_ensemble,choppy,,,,1,1.0,,,,,
regime_label,ugh_v2_ensemble,trending,,,,4,1.0,,,,,
volatility_label,baseline_prev_day_direction,low,4,3,0.75,,,,,8.35,7.57,5.84
volatility_label,baseline_prev_day_direction,normal,1,0,0.0,,,,,24.55,24.55,6.94
volatility_label,baseline_random_walk,low,4,0,0.0,,,,,11.17,11.95,11.17
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,20.19,20.19,20.19
volatility_label,baseline_simple_technical,high,1,0,0.0,,,,,59.94,59.94,19.57
volatility_label,baseline_simple_technical,normal,4,3,0.75,,,,,32.44,29.21,28.04
volatility_label,ugh_v2_alpha,low,4,4,1.0,,,4,1.0,7.09,6.23,7.09
volatility_label,ugh_v2_alpha,normal,1,0,0.0,,,1,1.0,22.69,22.69,5.08
volatility_label,ugh_v2_beta,low,4,4,1.0,,,4,1.0,4.48,3.36,4.48
volatility_label,ugh_v2_beta,normal,1,0,0.0,,,1,1.0,23.43,23.43,5.82
volatility_label,ugh_v2_delta,low,4,4,1.0,,,4,1.0,5.56,4.68,5.56
volatility_label,ugh_v2_delta,normal,1,0,0.0,,,1,1.0,23.0,23.0,5.39
volatility_label,ugh_v2_gamma,low,4,4,1.0,,,4,1.0,6.77,6.18,6.77
volatility_label,ugh_v2_gamma,normal,1,0,0.0,,,1,1.0,21.55,21.55,3.95
volatility_label,ugh_v2_ensemble,low,,,,4,1.0,,,,,
volatility_label,ugh_v2_ensemble,normal,,,,1,1.0,,,,,
intervention_risk,baseline_prev_day_direction,low,5,3,0.6,,,,,11.59,10.06,6.06
intervention_risk,baseline_random_walk,low,5,0,0.0,,,,,12.97,15.1,12.97
intervention_risk,baseline_simple_technical,low,5,3,0.6,,,,,37.94,34.03,26.34
intervention_risk,ugh_v2_alpha,low,5,4,0.8,,,5,1.0,10.21,6.29,6.69
intervention_risk,ugh_v2_beta,low,5,4,0.8,,,5,1.0,8.27,3.74,4.74
intervention_risk,ugh_v2_delta,low,5,4,0.8,,,5,1.0,9.05,4.84,5.53
intervention_risk,ugh_v2_gamma,low,5,4,0.8,,,5,1.0,9.73,6.71,6.21
intervention_risk,ugh_v2_ensemble,low,,,,5,1.0,,,,,
