outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260326T080000_20260327T080000_v1_40720d60011e9bcc,USDJPY,2026-03-26T08:00:00+09:00,2026-03-27T08:00:00+09:00,159.47,159.84,159.26,159.8,up,20.693547375682734,0.5800000000000125,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
