slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
regime_label,baseline_prev_day_direction,trending,5,3,0.6,,,,,,,30.32,16.3,23.8,3,5,0.6
regime_label,baseline_random_walk,trending,5,0,0.0,,,,,,,8.54,10.05,8.54,0,0,
regime_label,baseline_simple_technical,trending,5,1,0.2,,,,,,,40.62,41.37,28.31,1,5,0.2
regime_label,ugh_v2_alpha,trending,5,1,0.2,5,1.0,4,0.8,1,0.2,12.5,12.57,2.68,1,4,0.25
regime_label,ugh_v2_beta,trending,5,2,0.4,5,1.0,4,0.8,3,0.6,10.12,8.49,5.41,2,4,0.5
regime_label,ugh_v2_delta,trending,5,1,0.2,5,1.0,4,0.8,3,0.6,11.58,9.43,3.44,1,4,0.25
regime_label,ugh_v2_gamma,trending,5,1,0.2,5,1.0,4,0.8,1,0.2,12.04,11.81,3.2,1,4,0.25
volatility_label,baseline_prev_day_direction,low,2,2,1.0,,,,,,,51.02,51.02,51.02,2,2,1.0
volatility_label,baseline_prev_day_direction,normal,3,1,0.3333,,,,,,,16.52,16.3,5.65,1,3,0.3333
volatility_label,baseline_random_walk,low,2,0,0.0,,,,,,,3.45,3.45,3.45,0,0,
volatility_label,baseline_random_walk,normal,3,0,0.0,,,,,,,11.93,11.91,11.93,0,0,
volatility_label,baseline_simple_technical,low,2,0,0.0,,,,,,,40.44,40.44,33.53,0,2,0.0
volatility_label,baseline_simple_technical,normal,3,1,0.3333,,,,,,,40.74,46.58,24.83,1,3,0.3333
volatility_label,ugh_v2_alpha,low,2,0,0.0,2,1.0,2,1.0,0,0.0,7.54,7.54,3.15,0,1,0.0
volatility_label,ugh_v2_alpha,normal,3,1,0.3333,3,1.0,2,0.6667,1,0.3333,15.81,20.07,2.37,1,3,0.3333
volatility_label,ugh_v2_beta,low,2,1,0.5,2,1.0,2,1.0,0,0.0,3.23,3.23,3.23,1,1,1.0
volatility_label,ugh_v2_beta,normal,3,1,0.3333,3,1.0,2,0.6667,3,1.0,14.72,14.8,6.86,1,3,0.3333
volatility_label,ugh_v2_delta,low,2,0,0.0,2,1.0,2,1.0,0,0.0,5.97,5.97,1.58,0,1,0.0
volatility_label,ugh_v2_delta,normal,3,1,0.3333,3,1.0,2,0.6667,3,1.0,15.32,17.52,4.69,1,3,0.3333
volatility_label,ugh_v2_gamma,low,2,0,0.0,2,1.0,2,1.0,0,0.0,7.16,7.16,2.77,0,1,0.0
volatility_label,ugh_v2_gamma,normal,3,1,0.3333,3,1.0,2,0.6667,1,0.3333,15.3,19.16,3.49,1,3,0.3333
intervention_risk,baseline_prev_day_direction,low,5,3,0.6,,,,,,,30.32,16.3,23.8,3,5,0.6
intervention_risk,baseline_random_walk,low,5,0,0.0,,,,,,,8.54,10.05,8.54,0,0,
intervention_risk,baseline_simple_technical,low,5,1,0.2,,,,,,,40.62,41.37,28.31,1,5,0.2
intervention_risk,ugh_v2_alpha,low,5,1,0.2,5,1.0,4,0.8,1,0.2,12.5,12.57,2.68,1,4,0.25
intervention_risk,ugh_v2_beta,low,5,2,0.4,5,1.0,4,0.8,3,0.6,10.12,8.49,5.41,2,4,0.5
intervention_risk,ugh_v2_delta,low,5,1,0.2,5,1.0,4,0.8,3,0.6,11.58,9.43,3.44,1,4,0.25
intervention_risk,ugh_v2_gamma,low,5,1,0.2,5,1.0,4,0.8,1,0.2,12.04,11.81,3.2,1,4,0.25
