strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
baseline_prev_day_direction,5,1,0.2,,,,,,,65.77,61.3,33.71,1,5,0.2
baseline_random_walk,5,0,0.0,,,,,,,35.46,13.8,35.46,0,0,
baseline_simple_technical,5,2,0.4,,,,,,,58.27,53.21,31.8,2,5,0.4
ugh_v2_alpha,5,0,0.0,5,1.0,3,0.6,2,0.4,38.17,13.8,32.75,0,2,0.0
ugh_v2_beta,5,1,0.2,5,1.0,3,0.6,2,0.4,40.81,17.0,31.1,1,4,0.25
ugh_v2_delta,5,0,0.0,5,1.0,3,0.6,2,0.4,40.21,13.8,31.97,0,3,0.0
ugh_v2_gamma,5,0,0.0,5,1.0,3,0.6,2,0.4,37.87,13.8,33.05,0,2,0.0
