strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,18,8,0.4444,,,,,57.36,48.66,33.45,2026-04-15T08:27:08Z
baseline_random_walk,18,0,0.0,,,,,31.7,22.99,31.7,2026-04-15T08:27:08Z
baseline_simple_technical,18,12,0.6667,,,,,38.17,30.48,23.31,2026-04-15T08:27:08Z
ugh,18,10,0.5556,10,0.5556,18,1.0,31.66,23.07,31.52,2026-04-15T08:27:08Z
