slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,1,0,0.0,,,,,44.66,44.66,19.44
regime_label,baseline_prev_day_direction,trending,3,3,1.0,,,,,20.99,25.81,20.99
regime_label,baseline_random_walk,choppy,4,0,0.0,,,,,18.09,13.2,18.09
regime_label,baseline_simple_technical,choppy,4,0,0.0,,,,,43.1,38.17,13.87
regime_label,ugh,choppy,4,0,0.0,3,0.75,4,1.0,18.23,13.37,17.94
volatility_label,baseline_prev_day_direction,low,1,1,1.0,,,,,6.26,6.26,6.26
volatility_label,baseline_prev_day_direction,normal,3,2,0.6667,,,,,33.79,30.89,25.38
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,11.31,12.61,11.31
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,38.42,38.42,38.42
volatility_label,baseline_simple_technical,high,1,0,0.0,,,,,62.95,62.95,13.89
volatility_label,baseline_simple_technical,normal,3,0,0.0,,,,,36.49,37.34,13.86
volatility_label,ugh,low,3,0,0.0,3,1.0,3,1.0,11.45,12.8,11.17
volatility_label,ugh,normal,1,0,0.0,0,0.0,1,1.0,38.59,38.59,38.26
intervention_risk,baseline_prev_day_direction,low,4,3,0.75,,,,,26.91,28.35,20.6
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,18.09,13.2,18.09
intervention_risk,baseline_simple_technical,low,4,0,0.0,,,,,43.1,38.17,13.87
intervention_risk,ugh,low,4,0,0.0,3,0.75,4,1.0,18.23,13.37,17.94
