outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260415T080000_20260416T080000_v1_05589c9b7582b4f5,USDJPY,2026-04-15T08:00:00+09:00,2026-04-16T08:00:00+09:00,158.8,159.15,158.63,158.96,up,10.075566750629507,0.5200000000000102,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
