as_of_jst,generated_at_utc,provider_name,newest_completed_window_end_jst,snapshot_lag_business_days,used_fallback_adjustment,run_status,notes
2026-05-08T08:00:00+09:00,2026-05-08T08:20:52Z,alpha_vantage,2026-05-08T08:00:00+09:00,0,False,idempotent_skip,
2026-05-08T08:00:00+09:00,2026-05-08T12:06:38Z,alpha_vantage,2026-05-08T08:00:00+09:00,0,False,idempotent_skip,
2026-05-11T08:00:00+09:00,2026-05-11T08:29:36Z,alpha_vantage,2026-05-11T08:00:00+09:00,0,False,ok,
2026-05-11T08:00:00+09:00,2026-05-11T10:38:03Z,alpha_vantage,2026-05-11T08:00:00+09:00,0,False,idempotent_skip,
2026-05-11T08:00:00+09:00,2026-05-11T13:42:13Z,alpha_vantage,2026-05-11T08:00:00+09:00,0,False,idempotent_skip,
2026-05-12T08:00:00+09:00,2026-05-12T07:48:16Z,alpha_vantage,2026-05-12T08:00:00+09:00,0,False,ok,
2026-05-12T08:00:00+09:00,2026-05-12T09:37:33Z,alpha_vantage,2026-05-12T08:00:00+09:00,0,False,idempotent_skip,
2026-05-12T08:00:00+09:00,2026-05-12T13:02:20Z,alpha_vantage,2026-05-12T08:00:00+09:00,0,False,idempotent_skip,
2026-05-13T08:00:00+09:00,2026-05-13T07:54:54Z,alpha_vantage,2026-05-13T08:00:00+09:00,0,False,ok,
2026-05-13T08:00:00+09:00,2026-05-13T09:43:54Z,alpha_vantage,2026-05-13T08:00:00+09:00,0,False,idempotent_skip,
2026-05-13T08:00:00+09:00,2026-05-13T13:08:16Z,alpha_vantage,2026-05-13T08:00:00+09:00,0,False,idempotent_skip,
2026-05-14T08:00:00+09:00,2026-05-14T07:48:04Z,alpha_vantage,2026-05-14T08:00:00+09:00,0,False,ok,
2026-05-14T08:00:00+09:00,2026-05-14T09:33:47Z,alpha_vantage,2026-05-14T08:00:00+09:00,0,False,idempotent_skip,
2026-05-14T08:00:00+09:00,2026-05-14T12:22:56Z,alpha_vantage,2026-05-14T08:00:00+09:00,0,False,idempotent_skip,
2026-05-15T08:00:00+09:00,2026-05-15T08:07:53Z,alpha_vantage,2026-05-15T08:00:00+09:00,0,False,ok,
2026-05-15T08:00:00+09:00,2026-05-15T09:47:08Z,alpha_vantage,2026-05-15T08:00:00+09:00,0,False,idempotent_skip,
