slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,2,0,0.0,,,,,60.12,60.12,44.45
regime_label,baseline_prev_day_direction,trending,2,2,1.0,,,,,49.6,49.6,49.6
regime_label,baseline_random_walk,choppy,4,0,0.0,,,,,32.64,30.82,32.64
regime_label,baseline_simple_technical,choppy,2,0,0.0,,,,,76.95,76.95,29.08
regime_label,baseline_simple_technical,trending,2,2,1.0,,,,,23.56,23.56,23.56
regime_label,ugh,choppy,2,0,0.0,0,0.0,2,1.0,37.57,37.57,36.92
regime_label,ugh,trending,2,2,1.0,1,0.5,2,1.0,27.86,27.86,27.86
volatility_label,baseline_prev_day_direction,high,3,1,0.3333,,,,,57.82,53.23,47.37
volatility_label,baseline_prev_day_direction,normal,1,1,1.0,,,,,45.97,45.97,45.97
volatility_label,baseline_random_walk,high,2,0,0.0,,,,,57.44,57.44,57.44
volatility_label,baseline_random_walk,low,2,0,0.0,,,,,7.84,7.84,7.84
volatility_label,baseline_simple_technical,high,2,0,0.0,,,,,76.95,76.95,29.08
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,12.74,12.74,12.74
volatility_label,baseline_simple_technical,normal,1,1,1.0,,,,,34.37,34.37,34.37
volatility_label,ugh,high,2,1,0.5,0,0.0,2,1.0,57.59,57.59,57.18
volatility_label,ugh,low,2,1,0.5,1,0.5,2,1.0,7.84,7.84,7.61
intervention_risk,baseline_prev_day_direction,low,2,0,0.0,,,,,60.12,60.12,44.45
intervention_risk,baseline_prev_day_direction,medium,2,2,1.0,,,,,49.6,49.6,49.6
intervention_risk,baseline_random_walk,low,2,0,0.0,,,,,7.84,7.84,7.84
intervention_risk,baseline_random_walk,medium,2,0,0.0,,,,,57.44,57.44,57.44
intervention_risk,baseline_simple_technical,low,2,1,0.5,,,,,43.59,43.59,32.95
intervention_risk,baseline_simple_technical,medium,2,1,0.5,,,,,56.92,56.92,19.68
intervention_risk,ugh,low,2,1,0.5,1,0.5,2,1.0,7.84,7.84,7.61
intervention_risk,ugh,medium,2,1,0.5,0,0.0,2,1.0,57.59,57.59,57.18
event_tag,baseline_prev_day_direction,month_end,1,1,1.0,,,,,53.23,53.23,53.23
event_tag,baseline_prev_day_direction,quarter_end,1,1,1.0,,,,,53.23,53.23,53.23
event_tag,baseline_random_walk,month_end,1,0,0.0,,,,,63.86,63.86,63.86
event_tag,baseline_random_walk,quarter_end,1,0,0.0,,,,,63.86,63.86,63.86
event_tag,baseline_simple_technical,month_end,1,0,0.0,,,,,101.1,101.1,26.62
event_tag,baseline_simple_technical,quarter_end,1,0,0.0,,,,,101.1,101.1,26.62
event_tag,ugh,month_end,1,0,0.0,0,0.0,1,1.0,64.27,64.27,63.44
event_tag,ugh,quarter_end,1,0,0.0,0,0.0,1,1.0,64.27,64.27,63.44
