as_of_jst,regime_label,event_tags,volatility_label,intervention_risk,notes,annotation_status
2026-01-05T08:00:00+09:00,trending,fomc|cpi_us,high,low,Example: copy from ai_annotation_suggestions.csv and edit,pending
