outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260821T080000_20260824T080000_v1_51ceec2cdfbbfb9c,USDJPY,2026-08-21T08:00:00+09:00,2026-08-24T08:00:00+09:00,159.01,159.13,158.33,158.93,down,-5.031130117601665,0.799999999999983,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
