evaluation_id,forecast_id,outcome_id,pair,strategy_kind,direction_hit,range_hit,close_error_bp,magnitude_error_bp,state_proxy_hit,state_correctness_hit,mismatch_change_bp,realized_state_proxy,actual_state_change,disconfirmers_hit,disconfirmer_explained,evaluated_at_utc,theory_version,engine_version,schema_version,protocol_version
ev_fc_USDJPY_20260924T080000_v1_baseline_prev_day_direction_c1ed6d1b8724b2bc_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_163a32890ebe0b2c,fc_USDJPY_20260924T080000_v1_baseline_prev_day_direction_c1ed6d1b8724b2bc,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,baseline_prev_day_direction,True,,24.990887503001503,24.990887503001503,,,,,,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_baseline_random_walk_6df7b652f901eb39_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_c0ac04af6f6701f5,fc_USDJPY_20260924T080000_v1_baseline_random_walk_6df7b652f901eb39,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,baseline_random_walk,False,,34.74854687894942,34.74854687894942,,,,,,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_baseline_simple_technical_c4dd17e9ca4e8473_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_c409ee284380a478,fc_USDJPY_20260924T080000_v1_baseline_simple_technical_c4dd17e9ca4e8473,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,baseline_simple_technical,True,,17.05440316414741,17.05440316414741,,,,,,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_ugh_v2_alpha_df283408108297c2_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_b291b8efde24b570,fc_USDJPY_20260924T080000_v1_ugh_v2_alpha_df283408108297c2,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,ugh_v2_alpha,True,True,9.534512904474077,9.534512904474077,True,True,9.534512904474077,setup,False,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_ugh_v2_beta_dd37416b3b6b1ec1_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_b00b8a4cc32f2a0c,fc_USDJPY_20260924T080000_v1_ugh_v2_beta_dd37416b3b6b1ec1,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,ugh_v2_beta,True,True,4.276666712676651,4.276666712676651,True,True,4.276666712676651,setup,False,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_ugh_v2_delta_5b71df9c799c2671_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_0fda27024454deb1,fc_USDJPY_20260924T080000_v1_ugh_v2_delta_5b71df9c799c2671,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,ugh_v2_delta,True,True,6.903766196311949,6.903766196311949,True,True,6.903766196311949,setup,False,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
ev_fc_USDJPY_20260924T080000_v1_ugh_v2_gamma_f3d96be4afddd58f_oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52_v1_7629d343d7b455bf,fc_USDJPY_20260924T080000_v1_ugh_v2_gamma_f3d96be4afddd58f,oc_USDJPY_20260924T080000_20260925T080000_v1_71adbcbc391b4d52,USDJPY,ugh_v2_gamma,True,True,11.345167520307474,11.345167520307474,True,True,11.345167520307474,setup,False,,False,2026-09-25T10:18:50.105857+00:00,v2,v2.6,v1,v1
