strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,33,17,0.5152,,,,,43.66,31.48,25.86,2026-05-19T13:52:44Z
baseline_random_walk,33,0,0.0,,,,,27.26,20.69,27.26,2026-05-19T13:52:44Z
baseline_simple_technical,33,15,0.4545,,,,,42.26,38.99,19.56,2026-05-19T13:52:44Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-19T13:52:44Z
ugh_v2_alpha,7,3,0.4286,7,1.0,6,0.8571,28.37,22.25,21.79,2026-05-19T13:52:44Z
ugh_v2_beta,7,5,0.7143,7,1.0,7,1.0,25.58,17.92,20.94,2026-05-19T13:52:44Z
ugh_v2_delta,7,5,0.7143,7,1.0,6,0.8571,27.1,19.8,22.33,2026-05-19T13:52:44Z
ugh_v2_gamma,7,4,0.5714,7,1.0,6,0.8571,28.08,22.02,22.06,2026-05-19T13:52:44Z
