strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,43,21,0.4884,,,,,37.61,25.81,22.44,2026-06-02T14:47:03Z
baseline_random_walk,43,0,0.0,,,,,23.88,17.04,23.88,2026-06-02T14:47:03Z
baseline_simple_technical,43,22,0.5116,,,,,39.09,36.98,20.41,2026-06-02T14:47:03Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-02T14:47:03Z
ugh_v2_alpha,17,10,0.5882,16,0.9412,12,0.7059,19.16,14.25,13.28,2026-06-02T14:47:03Z
ugh_v2_beta,17,12,0.7059,16,0.9412,14,0.8235,17.62,14.95,12.54,2026-06-02T14:47:03Z
ugh_v2_delta,17,12,0.7059,16,0.9412,13,0.7647,18.41,14.86,13.27,2026-06-02T14:47:03Z
ugh_v2_gamma,17,11,0.6471,16,0.9412,13,0.7647,18.68,14.27,13.03,2026-06-02T14:47:03Z
