slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,3,0.75,,,,,19.97,14.37,14.04
regime_label,baseline_random_walk,all,4,0,0.0,,,,,16.21,13.42,16.21
regime_label,baseline_simple_technical,all,4,3,0.75,,,,,16.93,8.77,10.0
regime_label,ugh_v2_alpha,all,4,3,0.75,2,0.5,0,0.0,16.01,8.18,12.35
regime_label,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,16.54,9.39,12.48
regime_label,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,16.3,8.83,12.42
regime_label,ugh_v2_gamma,all,4,3,0.75,2,0.5,0,0.0,15.93,8.05,12.5
volatility_label,baseline_prev_day_direction,all,4,3,0.75,,,,,19.97,14.37,14.04
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,16.21,13.42,16.21
volatility_label,baseline_simple_technical,all,4,3,0.75,,,,,16.93,8.77,10.0
volatility_label,ugh_v2_alpha,all,4,3,0.75,2,0.5,0,0.0,16.01,8.18,12.35
volatility_label,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,16.54,9.39,12.48
volatility_label,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,16.3,8.83,12.42
volatility_label,ugh_v2_gamma,all,4,3,0.75,2,0.5,0,0.0,15.93,8.05,12.5
intervention_risk,baseline_prev_day_direction,all,4,3,0.75,,,,,19.97,14.37,14.04
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,16.21,13.42,16.21
intervention_risk,baseline_simple_technical,all,4,3,0.75,,,,,16.93,8.77,10.0
intervention_risk,ugh_v2_alpha,all,4,3,0.75,2,0.5,0,0.0,16.01,8.18,12.35
intervention_risk,ugh_v2_beta,all,4,3,0.75,2,0.5,0,0.0,16.54,9.39,12.48
intervention_risk,ugh_v2_delta,all,4,3,0.75,2,0.5,0,0.0,16.3,8.83,12.42
intervention_risk,ugh_v2_gamma,all,4,3,0.75,2,0.5,0,0.0,15.93,8.05,12.5
