slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,choppy,2,0,0.0,,,,,47.37,47.37,36.67
regime_label,baseline_prev_day_direction,trending,2,2,1.0,,,,,11.0,11.0,11.0
regime_label,baseline_random_walk,choppy,4,0,0.0,,,,,16.01,10.7,16.01
regime_label,baseline_simple_technical,choppy,2,0,0.0,,,,,47.44,47.44,26.05
regime_label,baseline_simple_technical,trending,2,2,1.0,,,,,21.48,21.48,21.48
regime_label,ugh,choppy,3,0,0.0,3,1.0,3,1.0,7.48,10.23,7.21
regime_label,ugh,trending,1,1,1.0,0,0.0,1,1.0,41.84,41.84,41.84
volatility_label,baseline_prev_day_direction,high,1,0,0.0,,,,,52.1,52.1,31.95
volatility_label,baseline_prev_day_direction,low,1,1,1.0,,,,,1.25,1.25,1.25
volatility_label,baseline_prev_day_direction,normal,2,1,0.5,,,,,31.71,31.71,31.08
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,7.34,10.08,7.34
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,42.02,42.02,42.02
volatility_label,baseline_simple_technical,low,1,1,1.0,,,,,5.98,5.98,5.98
volatility_label,baseline_simple_technical,normal,3,1,0.3333,,,,,43.96,47.01,29.69
volatility_label,ugh,low,3,0,0.0,3,1.0,3,1.0,7.48,10.23,7.21
volatility_label,ugh,normal,1,1,1.0,0,0.0,1,1.0,41.84,41.84,41.84
intervention_risk,baseline_prev_day_direction,low,4,2,0.5,,,,,29.19,31.71,23.84
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,16.01,10.7,16.01
intervention_risk,baseline_simple_technical,low,4,2,0.5,,,,,34.46,42.0,23.76
intervention_risk,ugh,low,4,1,0.25,3,0.75,4,1.0,16.07,10.83,15.86
