slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,4,1.0,,,,,12.46,9.06,12.46
regime_label,baseline_random_walk,all,4,0,0.0,,,,,18.84,12.47,18.84
regime_label,baseline_simple_technical,all,4,4,1.0,,,,,11.29,5.52,11.29
regime_label,ugh_v2_alpha,all,4,4,1.0,3,0.75,4,1.0,13.29,6.87,13.29
regime_label,ugh_v2_beta,all,4,4,1.0,3,0.75,4,1.0,13.01,6.34,13.01
regime_label,ugh_v2_delta,all,4,4,1.0,3,0.75,4,1.0,13.15,6.61,13.15
regime_label,ugh_v2_gamma,all,4,4,1.0,3,0.75,4,1.0,13.54,7.13,13.54
volatility_label,baseline_prev_day_direction,all,4,4,1.0,,,,,12.46,9.06,12.46
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,18.84,12.47,18.84
volatility_label,baseline_simple_technical,all,4,4,1.0,,,,,11.29,5.52,11.29
volatility_label,ugh_v2_alpha,all,4,4,1.0,3,0.75,4,1.0,13.29,6.87,13.29
volatility_label,ugh_v2_beta,all,4,4,1.0,3,0.75,4,1.0,13.01,6.34,13.01
volatility_label,ugh_v2_delta,all,4,4,1.0,3,0.75,4,1.0,13.15,6.61,13.15
volatility_label,ugh_v2_gamma,all,4,4,1.0,3,0.75,4,1.0,13.54,7.13,13.54
intervention_risk,baseline_prev_day_direction,all,4,4,1.0,,,,,12.46,9.06,12.46
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,18.84,12.47,18.84
intervention_risk,baseline_simple_technical,all,4,4,1.0,,,,,11.29,5.52,11.29
intervention_risk,ugh_v2_alpha,all,4,4,1.0,3,0.75,4,1.0,13.29,6.87,13.29
intervention_risk,ugh_v2_beta,all,4,4,1.0,3,0.75,4,1.0,13.01,6.34,13.01
intervention_risk,ugh_v2_delta,all,4,4,1.0,3,0.75,4,1.0,13.15,6.61,13.15
intervention_risk,ugh_v2_gamma,all,4,4,1.0,3,0.75,4,1.0,13.54,7.13,13.54
