slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,direction_hit_excl_flat_count,direction_obs_excl_flat,direction_hit_excl_flat_rate
regime_label,baseline_prev_day_direction,trending,5,0,0.0,,,,,,,68.33,44.38,33.71,0,5,0.0
regime_label,baseline_random_walk,trending,5,0,0.0,,,,,,,43.61,39.77,43.61,0,0,
regime_label,baseline_simple_technical,trending,5,2,0.4,,,,,,,63.3,68.03,22.88,2,5,0.4
regime_label,ugh_v2_alpha,trending,5,2,0.4,4,0.8,5,1.0,1,0.2,57.07,52.03,28.72,2,5,0.4
regime_label,ugh_v2_beta,trending,5,0,0.0,4,0.8,5,1.0,1,0.2,55.73,45.98,31.49,0,3,0.0
regime_label,ugh_v2_delta,trending,5,0,0.0,4,0.8,5,1.0,1,0.2,56.98,48.73,30.23,0,3,0.0
regime_label,ugh_v2_gamma,trending,5,2,0.4,4,0.8,5,1.0,1,0.2,56.71,52.03,29.1,2,5,0.4
volatility_label,baseline_prev_day_direction,low,3,0,0.0,,,,,,,40.03,39.45,35.37,0,3,0.0
volatility_label,baseline_prev_day_direction,normal,2,0,0.0,,,,,,,110.77,110.77,31.23,0,2,0.0
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,,,26.46,34.99,26.46,0,0,
volatility_label,baseline_random_walk,normal,2,0,0.0,,,,,,,69.33,69.33,69.33,0,0,
volatility_label,baseline_simple_technical,low,3,1,0.3333,,,,,,,59.31,68.03,15.08,1,3,0.3333
volatility_label,baseline_simple_technical,normal,2,1,0.5,,,,,,,69.28,69.28,34.57,1,2,0.5
volatility_label,ugh_v2_alpha,low,3,1,0.3333,3,1.0,3,1.0,0,0.0,38.43,52.03,17.19,1,3,0.3333
volatility_label,ugh_v2_alpha,normal,2,1,0.5,1,0.5,2,1.0,1,0.5,85.02,85.02,46.01,1,2,0.5
volatility_label,ugh_v2_beta,low,3,0,0.0,3,1.0,3,1.0,0,0.0,33.02,45.98,19.89,0,2,0.0
volatility_label,ugh_v2_beta,normal,2,0,0.0,1,0.5,2,1.0,1,0.5,89.78,89.78,48.88,0,1,0.0
volatility_label,ugh_v2_delta,low,3,0,0.0,3,1.0,3,1.0,0,0.0,34.87,48.73,18.05,0,2,0.0
volatility_label,ugh_v2_delta,normal,2,0,0.0,1,0.5,2,1.0,1,0.5,90.15,90.15,48.51,0,1,0.0
volatility_label,ugh_v2_gamma,low,3,1,0.3333,3,1.0,3,1.0,0,0.0,38.43,52.03,17.19,1,3,0.3333
volatility_label,ugh_v2_gamma,normal,2,1,0.5,1,0.5,2,1.0,1,0.5,84.13,84.13,46.95,1,2,0.5
intervention_risk,baseline_prev_day_direction,low,4,0,0.0,,,,,,,50.74,41.91,27.36,0,4,0.0
intervention_risk,baseline_prev_day_direction,medium,1,0,0.0,,,,,,,138.67,138.67,59.13,0,1,0.0
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,,,29.79,37.38,29.79,0,0,
intervention_risk,baseline_random_walk,medium,1,0,0.0,,,,,,,98.9,98.9,98.9,0,0,
intervention_risk,baseline_simple_technical,low,4,2,0.5,,,,,,,45.72,50.76,12.55,2,4,0.5
intervention_risk,baseline_simple_technical,medium,1,0,0.0,,,,,,,133.61,133.61,64.18,0,1,0.0
intervention_risk,ugh_v2_alpha,low,4,2,0.5,4,1.0,4,1.0,0,0.0,36.86,42.08,20.93,2,4,0.5
intervention_risk,ugh_v2_alpha,medium,1,0,0.0,0,0.0,1,1.0,1,1.0,137.91,137.91,59.89,0,1,0.0
intervention_risk,ugh_v2_beta,low,4,0,0.0,4,1.0,4,1.0,0,0.0,34.71,42.88,24.86,0,2,0.0
intervention_risk,ugh_v2_beta,medium,1,0,0.0,0,0.0,1,1.0,1,1.0,139.8,139.8,58.0,0,1,0.0
intervention_risk,ugh_v2_delta,low,4,0,0.0,4,1.0,4,1.0,0,0.0,36.09,44.25,23.48,0,2,0.0
intervention_risk,ugh_v2_delta,medium,1,0,0.0,0,0.0,1,1.0,1,1.0,140.54,140.54,57.25,0,1,0.0
intervention_risk,ugh_v2_gamma,low,4,2,0.5,4,1.0,4,1.0,0,0.0,36.87,42.11,20.94,2,4,0.5
intervention_risk,ugh_v2_gamma,medium,1,0,0.0,0,0.0,1,1.0,1,1.0,136.07,136.07,61.72,0,1,0.0
