strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,28,12,0.4286,,,,,49.24,44.02,28.27,2026-05-12T07:48:16Z
baseline_random_walk,28,0,0.0,,,,,27.69,18.87,27.69,2026-05-12T07:48:16Z
baseline_simple_technical,28,15,0.5357,,,,,38.34,35.68,20.45,2026-05-12T07:48:16Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-12T07:48:16Z
ugh_v2_alpha,2,1,0.5,2,1.0,1,0.5,38.34,38.34,22.03,2026-05-12T07:48:16Z
ugh_v2_beta,2,0,0.0,2,1.0,2,1.0,40.38,40.38,24.16,2026-05-12T07:48:16Z
ugh_v2_delta,2,1,0.5,2,1.0,1,0.5,39.81,39.81,24.29,2026-05-12T07:48:16Z
ugh_v2_gamma,2,1,0.5,2,1.0,1,0.5,38.04,38.04,22.48,2026-05-12T07:48:16Z
