slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,all,4,1,0.25,,,,,21.07,20.77,13.22
regime_label,baseline_random_walk,all,4,0,0.0,,,,,14.45,16.0,14.45
regime_label,baseline_simple_technical,all,4,2,0.5,,,,,32.76,31.8,23.67
regime_label,ugh_v2_alpha,all,4,2,0.5,4,1.0,1,0.25,18.87,15.73,9.78
regime_label,ugh_v2_beta,all,4,2,0.5,4,1.0,2,0.5,19.17,16.61,10.08
regime_label,ugh_v2_delta,all,4,2,0.5,4,1.0,2,0.5,19.11,16.1,10.02
regime_label,ugh_v2_gamma,all,4,2,0.5,4,1.0,2,0.5,17.83,15.45,8.74
volatility_label,baseline_prev_day_direction,all,4,1,0.25,,,,,21.07,20.77,13.22
volatility_label,baseline_random_walk,all,4,0,0.0,,,,,14.45,16.0,14.45
volatility_label,baseline_simple_technical,all,4,2,0.5,,,,,32.76,31.8,23.67
volatility_label,ugh_v2_alpha,all,4,2,0.5,4,1.0,1,0.25,18.87,15.73,9.78
volatility_label,ugh_v2_beta,all,4,2,0.5,4,1.0,2,0.5,19.17,16.61,10.08
volatility_label,ugh_v2_delta,all,4,2,0.5,4,1.0,2,0.5,19.11,16.1,10.02
volatility_label,ugh_v2_gamma,all,4,2,0.5,4,1.0,2,0.5,17.83,15.45,8.74
intervention_risk,baseline_prev_day_direction,all,4,1,0.25,,,,,21.07,20.77,13.22
intervention_risk,baseline_random_walk,all,4,0,0.0,,,,,14.45,16.0,14.45
intervention_risk,baseline_simple_technical,all,4,2,0.5,,,,,32.76,31.8,23.67
intervention_risk,ugh_v2_alpha,all,4,2,0.5,4,1.0,1,0.25,18.87,15.73,9.78
intervention_risk,ugh_v2_beta,all,4,2,0.5,4,1.0,2,0.5,19.17,16.61,10.08
intervention_risk,ugh_v2_delta,all,4,2,0.5,4,1.0,2,0.5,19.11,16.1,10.02
intervention_risk,ugh_v2_gamma,all,4,2,0.5,4,1.0,2,0.5,17.83,15.45,8.74
