forecast_id,forecast_batch_id,pair,strategy_kind,as_of_jst,window_end_jst,forecast_direction,expected_close_change_bp,expected_range_low,expected_range_high,primary_question,dominant_state,prob_dormant,prob_setup,prob_fire,prob_expansion,prob_exhaustion,prob_failure,q_dir,q_strength,s_q,temporal_score,grv_raw,grv_lock,alignment,e_star,mismatch_px,mismatch_sem,conviction,urgency,disconfirmer_rule_count,theory_version,engine_version,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
fc_USDJPY_20260901T080000_v1_baseline_prev_day_direction_2d5d1414a62c9f03,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,baseline_prev_day_direction,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,down,-19.993751952516185,,,,,,,,,,,,,,,,,,,,,,,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_baseline_random_walk_c9e43bd2164a6b72,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,baseline_random_walk,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,flat,0.0,,,,,,,,,,,,,,,,,,,,,,,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_baseline_simple_technical_d238c7b314698d49,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,baseline_simple_technical,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,up,26.10158800760042,,,,,,,,,,,,,,,,,,,,,,,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_ugh_v2_alpha_fd9ef2eebc002bd3,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,ugh_v2_alpha,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,up,4.750704998641403,158.65125,160.80874999999997,auto,setup,0.12165779690626081,0.27658641223069447,0.16856897538932966,0.11534197148453243,0.10259898376917989,0.21524586022000264,positive,0.3188378454862781,0.8,1.0,0.16699391958511822,0.2676709154113627,0.6960898385505512,0.21315706942835771,0.979154599796789,-0.06540263497154303,0.48067596649887084,0.7384449626169689,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_ugh_v2_beta_0e92c0d4d30f37a3,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,ugh_v2_beta,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,flat,0.0,158.65125,160.80874999999997,auto,setup,0.12244409095740401,0.26858344386524513,0.17091396578784426,0.11492106091332305,0.10327321360466801,0.21986422487151563,positive,0.3188378454862781,0.8,1.0,0.16699391958511822,0.2676709154113627,0.6960898385505512,0.04947072806959843,0.8154682584380297,-0.06540263497154303,0.5072980656512861,0.7357827527017273,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_ugh_v2_delta_288d303e11cf4d05,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,ugh_v2_delta,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,flat,0.0,158.65125,160.80874999999997,auto,setup,0.12210048096415001,0.27210839880735177,0.16987051656203409,0.11514799632824393,0.10297831749840583,0.21779428983981433,positive,0.3188378454862781,0.8,1.0,0.16699391958511822,0.2676709154113627,0.6960898385505512,0.12302255641068995,0.8890200867791213,-0.06540263497154303,0.4953355277224415,0.7369790064946118,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
fc_USDJPY_20260901T080000_v1_ugh_v2_gamma_9d53695eaef918ec,fb_USDJPY_20260901T080000_v1_bc868e3f192c223c,USDJPY,ugh_v2_gamma,2026-09-01T08:00:00+09:00,2026-09-02T08:00:00+09:00,up,4.62539235281006,158.65125,160.80874999999997,auto,setup,0.12168672745698028,0.27629578685172235,0.16865266441311297,0.11533243928424682,0.10262375553507064,0.21540862645886685,positive,0.3188378454862781,0.8,1.0,0.16699391958511822,0.2676709154113627,0.6960898385505512,0.20741485680125676,0.973412387169688,-0.06540263497154303,0.4816098853136233,0.7383515707354936,0,v2,v2.6,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
