outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260917T080000_20260918T080000_v1_883523bc54d48ae0,USDJPY,2026-09-17T08:00:00+09:00,2026-09-18T08:00:00+09:00,156.23,156.31,155.32,155.96,down,-17.2822121231506,0.9900000000000091,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
