strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,37,19,0.5135,,,,,40.37,28.2,23.75,2026-05-25T11:09:38Z
baseline_random_walk,37,0,0.0,,,,,25.52,17.04,25.52,2026-05-25T11:09:38Z
baseline_simple_technical,37,18,0.4865,,,,,41.2,37.34,20.47,2026-05-25T11:09:38Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-25T11:09:38Z
ugh_v2_alpha,11,6,0.5455,11,1.0,10,0.9091,21.4,19.93,15.61,2026-05-25T11:09:38Z
ugh_v2_beta,11,8,0.7273,11,1.0,11,1.0,19.06,17.61,14.51,2026-05-25T11:09:38Z
ugh_v2_delta,11,8,0.7273,11,1.0,10,0.9091,20.23,17.64,15.6,2026-05-25T11:09:38Z
ugh_v2_gamma,11,7,0.6364,11,1.0,10,0.9091,21.0,19.67,15.56,2026-05-25T11:09:38Z
