slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,5,3,0.6,,,,,,,35.13,43.53,33.66
regime_label,baseline_random_walk,trending,5,0,0.0,,,,,,,19.41,8.01,19.41
regime_label,baseline_simple_technical,trending,5,4,0.8,,,,,,,20.96,22.57,20.23
regime_label,ugh_v2_alpha,trending,5,4,0.8,3,0.6,5,1.0,0,0.0,20.35,12.23,19.61
regime_label,ugh_v2_beta,trending,5,4,0.8,3,0.6,5,1.0,0,0.0,21.58,14.63,20.84
regime_label,ugh_v2_delta,trending,5,4,0.8,3,0.6,5,1.0,0,0.0,20.99,13.46,20.26
regime_label,ugh_v2_gamma,trending,5,4,0.8,3,0.6,5,1.0,0,0.0,20.21,11.29,19.47
volatility_label,baseline_prev_day_direction,high,2,1,0.5,,,,,,,40.22,40.22,38.38
volatility_label,baseline_prev_day_direction,low,2,2,1.0,,,,,,,25.46,25.46,25.46
volatility_label,baseline_prev_day_direction,normal,1,0,0.0,,,,,,,44.31,44.31,40.63
volatility_label,baseline_random_walk,high,2,0,0.0,,,,,,,43.3,43.3,43.3
volatility_label,baseline_random_walk,low,2,0,0.0,,,,,,,4.31,4.31,4.31
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,,,1.84,1.84,1.84
volatility_label,baseline_simple_technical,high,2,2,1.0,,,,,,,22.32,22.32,22.32
volatility_label,baseline_simple_technical,low,2,2,1.0,,,,,,,17.98,17.98,17.98
volatility_label,baseline_simple_technical,normal,1,0,0.0,,,,,,,24.21,24.21,20.53
volatility_label,ugh_v2_alpha,high,2,2,1.0,0,0.0,2,1.0,0,0.0,37.59,37.59,37.59
volatility_label,ugh_v2_alpha,low,2,2,1.0,2,1.0,2,1.0,0,0.0,7.65,7.65,7.65
volatility_label,ugh_v2_alpha,normal,1,0,0.0,1,1.0,1,1.0,0,0.0,11.27,11.27,7.59
volatility_label,ugh_v2_beta,high,2,2,1.0,0,0.0,2,1.0,0,0.0,37.85,37.85,37.85
volatility_label,ugh_v2_beta,low,2,2,1.0,2,1.0,2,1.0,0,0.0,9.2,9.2,9.2
volatility_label,ugh_v2_beta,normal,1,0,0.0,1,1.0,1,1.0,0,0.0,13.79,13.79,10.12
volatility_label,ugh_v2_delta,high,2,2,1.0,0,0.0,2,1.0,0,0.0,37.74,37.74,37.74
volatility_label,ugh_v2_delta,low,2,2,1.0,2,1.0,2,1.0,0,0.0,8.46,8.46,8.46
volatility_label,ugh_v2_delta,normal,1,0,0.0,1,1.0,1,1.0,0,0.0,12.55,12.55,8.88
volatility_label,ugh_v2_gamma,high,2,2,1.0,0,0.0,2,1.0,0,0.0,37.97,37.97,37.97
volatility_label,ugh_v2_gamma,low,2,2,1.0,2,1.0,2,1.0,0,0.0,7.3,7.3,7.3
volatility_label,ugh_v2_gamma,normal,1,0,0.0,1,1.0,1,1.0,0,0.0,10.49,10.49,6.81
intervention_risk,baseline_prev_day_direction,low,5,3,0.6,,,,,,,35.13,43.53,33.66
intervention_risk,baseline_random_walk,low,5,0,0.0,,,,,,,19.41,8.01,19.41
intervention_risk,baseline_simple_technical,low,5,4,0.8,,,,,,,20.96,22.57,20.23
intervention_risk,ugh_v2_alpha,low,5,4,0.8,3,0.6,5,1.0,0,0.0,20.35,12.23,19.61
intervention_risk,ugh_v2_beta,low,5,4,0.8,3,0.6,5,1.0,0,0.0,21.58,14.63,20.84
intervention_risk,ugh_v2_delta,low,5,4,0.8,3,0.6,5,1.0,0,0.0,20.99,13.46,20.26
intervention_risk,ugh_v2_gamma,low,5,4,0.8,3,0.6,5,1.0,0,0.0,20.21,11.29,19.47
