slice_dimension,strategy_kind,label,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,state_correctness_hit_count,state_correctness_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp
regime_label,baseline_prev_day_direction,trending,4,1,0.25,,,,,,,58.69,41.91,55.2
regime_label,baseline_random_walk,trending,4,0,0.0,,,,,,,20.96,19.72,20.96
regime_label,baseline_simple_technical,trending,4,2,0.5,,,,,,,52.14,50.76,18.97
regime_label,ugh_v2_alpha,trending,4,2,0.5,4,1.0,4,1.0,0,0.0,33.34,35.04,17.41
regime_label,ugh_v2_beta,trending,4,1,0.25,4,1.0,4,1.0,0,0.0,30.15,33.77,20.31
regime_label,ugh_v2_delta,trending,4,1,0.25,4,1.0,4,1.0,0,0.0,30.99,34.04,18.37
regime_label,ugh_v2_gamma,trending,4,2,0.5,4,1.0,4,1.0,0,0.0,33.31,34.99,17.38
volatility_label,baseline_prev_day_direction,low,3,0,0.0,,,,,,,40.03,39.45,35.37
volatility_label,baseline_prev_day_direction,normal,1,1,1.0,,,,,,,114.69,114.69,114.69
volatility_label,baseline_random_walk,low,3,0,0.0,,,,,,,26.46,34.99,26.46
volatility_label,baseline_random_walk,normal,1,0,0.0,,,,,,,4.45,4.45,4.45
volatility_label,baseline_simple_technical,low,3,1,0.3333,,,,,,,59.31,68.03,15.08
volatility_label,baseline_simple_technical,normal,1,1,1.0,,,,,,,30.63,30.63,30.63
volatility_label,ugh_v2_alpha,low,3,1,0.3333,3,1.0,3,1.0,0,0.0,38.43,52.03,17.19
volatility_label,ugh_v2_alpha,normal,1,1,1.0,1,1.0,1,1.0,0,0.0,18.06,18.06,18.06
volatility_label,ugh_v2_beta,low,3,0,0.0,3,1.0,3,1.0,0,0.0,33.02,45.98,19.89
volatility_label,ugh_v2_beta,normal,1,1,1.0,1,1.0,1,1.0,0,0.0,21.55,21.55,21.55
volatility_label,ugh_v2_delta,low,3,0,0.0,3,1.0,3,1.0,0,0.0,34.87,48.73,18.05
volatility_label,ugh_v2_delta,normal,1,1,1.0,1,1.0,1,1.0,0,0.0,19.35,19.35,19.35
volatility_label,ugh_v2_gamma,low,3,1,0.3333,3,1.0,3,1.0,0,0.0,38.43,52.03,17.19
volatility_label,ugh_v2_gamma,normal,1,1,1.0,1,1.0,1,1.0,0,0.0,17.94,17.94,17.94
intervention_risk,baseline_prev_day_direction,low,4,1,0.25,,,,,,,58.69,41.91,55.2
intervention_risk,baseline_random_walk,low,4,0,0.0,,,,,,,20.96,19.72,20.96
intervention_risk,baseline_simple_technical,low,4,2,0.5,,,,,,,52.14,50.76,18.97
intervention_risk,ugh_v2_alpha,low,4,2,0.5,4,1.0,4,1.0,0,0.0,33.34,35.04,17.41
intervention_risk,ugh_v2_beta,low,4,1,0.25,4,1.0,4,1.0,0,0.0,30.15,33.77,20.31
intervention_risk,ugh_v2_delta,low,4,1,0.25,4,1.0,4,1.0,0,0.0,30.99,34.04,18.37
intervention_risk,ugh_v2_gamma,low,4,2,0.5,4,1.0,4,1.0,0,0.0,33.31,34.99,17.38
