strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,21,9,0.4286,,,,,53.77,45.97,31.24,2026-04-20T07:17:38Z
baseline_random_walk,21,0,0.0,,,,,29.71,21.39,29.71,2026-04-20T07:17:38Z
baseline_simple_technical,21,13,0.619,,,,,37.35,34.37,22.58,2026-04-20T07:17:38Z
ugh,21,11,0.5238,12,0.5714,21,1.0,29.69,21.49,29.55,2026-04-20T07:17:38Z
