outcome_id,pair,window_start_jst,window_end_jst,realized_open,realized_high,realized_low,realized_close,realized_direction,realized_close_change_bp,realized_range_price,event_happened,event_tags,schema_version,protocol_version,market_data_vendor,market_data_feed_name,market_data_price_type,market_data_resolution,market_data_timezone
oc_USDJPY_20260416T080000_20260417T080000_v1_47566573359d4c60,USDJPY,2026-04-16T08:00:00+09:00,2026-04-17T08:00:00+09:00,159.0,159.3,158.25,159.18,up,11.320754716981561,1.0500000000000114,False,,v1,v1,alpha_vantage,FX_DAILY/USDJPY,mid,1d,UTC
