strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,100,53,0.53,,,,,38.78,26.82,26.95,2026-08-20T05:36:27Z
baseline_random_walk,100,0,0.0,,,,,25.12,15.07,25.12,2026-08-20T05:36:27Z
baseline_simple_technical,100,59,0.59,,,,,35.81,24.58,21.7,2026-08-20T05:36:27Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-20T05:36:27Z
ugh_v2_alpha,74,42,0.5676,52,0.7027,50,0.6757,26.0,13.17,20.39,2026-08-20T05:36:27Z
ugh_v2_beta,74,43,0.5811,48,0.6486,52,0.7027,25.62,14.21,20.74,2026-08-20T05:36:27Z
ugh_v2_delta,74,42,0.5676,50,0.6757,52,0.7027,25.82,13.63,20.62,2026-08-20T05:36:27Z
ugh_v2_gamma,74,43,0.5811,53,0.7162,52,0.7027,25.78,13.1,20.41,2026-08-20T05:36:27Z
