strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,61,33,0.541,,,,,32.16,20.69,20.03,2026-06-26T08:33:49Z
baseline_random_walk,61,0,0.0,,,,,20.87,15.59,20.87,2026-06-26T08:33:49Z
baseline_simple_technical,61,37,0.6066,,,,,31.05,24.32,17.21,2026-06-26T08:33:49Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-26T08:33:49Z
ugh_v2_alpha,35,24,0.6857,28,0.8,20,0.5714,15.42,10.98,11.76,2026-06-26T08:33:49Z
ugh_v2_beta,35,25,0.7143,26,0.7429,22,0.6286,14.96,12.22,11.64,2026-06-26T08:33:49Z
ugh_v2_delta,35,25,0.7143,27,0.7714,21,0.6,15.24,12.13,11.91,2026-06-26T08:33:49Z
ugh_v2_gamma,35,25,0.7143,29,0.8286,21,0.6,15.19,11.28,11.66,2026-06-26T08:33:49Z
