strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,99,53,0.5354,,,,,38.12,25.81,26.45,2026-08-19T11:18:36Z
baseline_random_walk,99,0,0.0,,,,,24.46,15.03,24.46,2026-08-19T11:18:36Z
baseline_simple_technical,99,58,0.5859,,,,,35.63,24.5,21.37,2026-08-19T11:18:36Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-19T11:18:36Z
ugh_v2_alpha,73,42,0.5753,51,0.6986,49,0.6712,25.12,12.57,19.43,2026-08-19T11:18:36Z
ugh_v2_beta,73,43,0.589,47,0.6438,51,0.6986,24.65,13.79,19.86,2026-08-19T11:18:36Z
ugh_v2_delta,73,42,0.5753,49,0.6712,51,0.6986,24.89,13.46,19.71,2026-08-19T11:18:36Z
ugh_v2_gamma,73,43,0.589,52,0.7123,51,0.6986,24.89,12.4,19.46,2026-08-19T11:18:36Z
