strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,92,49,0.5326,,,,,37.86,27.85,26.53,2026-08-10T11:42:29Z
baseline_random_walk,92,0,0.0,,,,,24.63,15.44,24.63,2026-08-10T11:42:29Z
baseline_simple_technical,92,57,0.6196,,,,,34.12,23.87,20.51,2026-08-10T11:42:29Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-10T11:42:29Z
ugh_v2_alpha,66,41,0.6212,45,0.6818,43,0.6515,24.54,12.37,20.17,2026-08-10T11:42:29Z
ugh_v2_beta,66,40,0.6061,41,0.6212,45,0.6818,24.24,14.21,20.54,2026-08-10T11:42:29Z
ugh_v2_delta,66,41,0.6212,43,0.6515,45,0.6818,24.32,13.18,20.46,2026-08-10T11:42:29Z
ugh_v2_gamma,66,42,0.6364,46,0.697,45,0.6818,24.35,12.37,20.13,2026-08-10T11:42:29Z
