strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,35,18,0.5143,,,,,41.99,30.89,24.71,2026-05-21T08:39:18Z
baseline_random_walk,35,0,0.0,,,,,26.4,20.19,26.4,2026-05-21T08:39:18Z
baseline_simple_technical,35,16,0.4571,,,,,41.91,38.99,20.0,2026-05-21T08:39:18Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-21T08:39:18Z
ugh_v2_alpha,9,4,0.4444,9,1.0,8,0.8889,25.27,22.25,18.2,2026-05-21T08:39:18Z
ugh_v2_beta,9,6,0.6667,9,1.0,9,1.0,22.91,17.92,17.35,2026-05-21T08:39:18Z
ugh_v2_delta,9,6,0.6667,9,1.0,8,0.8889,24.17,19.8,18.51,2026-05-21T08:39:18Z
ugh_v2_gamma,9,5,0.5556,9,1.0,8,0.8889,24.98,21.55,18.34,2026-05-21T08:39:18Z
