strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,67,35,0.5224,,,,,33.55,20.76,21.78,2026-07-06T11:26:08Z
baseline_random_walk,67,0,0.0,,,,,21.51,15.59,21.51,2026-07-06T11:26:08Z
baseline_simple_technical,67,41,0.6119,,,,,30.68,23.53,17.57,2026-07-06T11:26:08Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-06T11:26:08Z
ugh_v2_alpha,41,27,0.6585,32,0.7805,22,0.5366,17.33,10.98,13.75,2026-07-06T11:26:08Z
ugh_v2_beta,41,28,0.6829,28,0.6829,24,0.5854,16.91,12.22,13.68,2026-07-06T11:26:08Z
ugh_v2_delta,41,28,0.6829,30,0.7317,23,0.561,17.15,12.13,13.9,2026-07-06T11:26:08Z
ugh_v2_gamma,41,28,0.6829,33,0.8049,24,0.5854,17.12,11.28,13.68,2026-07-06T11:26:08Z
