strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,29,13,0.4483,,,,,48.23,43.37,27.98,2026-05-13T07:54:54Z
baseline_random_walk,29,0,0.0,,,,,27.74,20.69,27.74,2026-05-13T07:54:54Z
baseline_simple_technical,29,15,0.5172,,,,,39.39,36.98,20.09,2026-05-13T07:54:54Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-13T07:54:54Z
ugh_v2_alpha,3,1,0.3333,3,1.0,2,0.6667,36.18,31.86,23.58,2026-05-13T07:54:54Z
ugh_v2_beta,3,1,0.3333,3,1.0,3,1.0,35.58,25.97,24.76,2026-05-13T07:54:54Z
ugh_v2_delta,3,2,0.6667,3,1.0,2,0.6667,36.22,29.02,25.87,2026-05-13T07:54:54Z
ugh_v2_gamma,3,1,0.3333,3,1.0,2,0.6667,35.9,31.63,23.95,2026-05-13T07:54:54Z
