strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,36,18,0.5,,,,,41.21,29.55,24.13,2026-05-22T13:26:57Z
baseline_random_walk,36,0,0.0,,,,,25.81,18.62,25.81,2026-05-22T13:26:57Z
baseline_simple_technical,36,17,0.4722,,,,,41.69,38.17,20.39,2026-05-22T13:26:57Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-22T13:26:57Z
ugh_v2_alpha,10,5,0.5,10,1.0,9,0.9,23.38,21.09,17.01,2026-05-22T13:26:57Z
ugh_v2_beta,10,7,0.7,10,1.0,10,1.0,20.92,17.76,15.91,2026-05-22T13:26:57Z
ugh_v2_delta,10,7,0.7,10,1.0,9,0.9,22.2,18.72,17.11,2026-05-22T13:26:57Z
ugh_v2_gamma,10,6,0.6,10,1.0,9,0.9,23.05,20.61,17.07,2026-05-22T13:26:57Z
