strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,110,57,0.5182,,,,,40.23,27.85,27.05,2026-09-04T09:45:37Z
baseline_random_walk,110,0,0.0,,,,,26.62,15.07,26.62,2026-09-04T09:45:37Z
baseline_simple_technical,110,62,0.5636,,,,,38.88,28.65,23.41,2026-09-04T09:45:37Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-09-04T09:45:37Z
ugh_v2_alpha,84,46,0.5476,60,0.7143,57,0.6867,28.18,13.17,22.3,2026-09-04T09:45:37Z
ugh_v2_beta,84,47,0.5595,56,0.6667,58,0.6988,27.99,14.72,22.5,2026-09-04T09:45:37Z
ugh_v2_delta,84,45,0.5357,58,0.6905,59,0.7108,28.17,13.63,22.49,2026-09-04T09:45:37Z
ugh_v2_gamma,84,47,0.5595,61,0.7262,59,0.7108,27.93,13.1,22.35,2026-09-04T09:45:37Z
