strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,113,58,0.5133,,,,,42.82,28.2,29.05,2026-09-09T12:23:18Z
baseline_random_walk,113,0,0.0,,,,,27.27,15.3,27.27,2026-09-09T12:23:18Z
baseline_simple_technical,113,64,0.5664,,,,,39.09,30.63,23.57,2026-09-09T12:23:18Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-09-09T12:23:18Z
ugh_v2_alpha,87,47,0.5402,62,0.7126,59,0.686,29.13,13.8,23.28,2026-09-09T12:23:18Z
ugh_v2_beta,87,48,0.5517,58,0.6667,60,0.6977,29.01,14.95,23.42,2026-09-09T12:23:18Z
ugh_v2_delta,87,46,0.5287,60,0.6897,61,0.7093,29.15,14.86,23.44,2026-09-09T12:23:18Z
ugh_v2_gamma,87,48,0.5517,63,0.7241,61,0.7093,28.89,13.84,23.34,2026-09-09T12:23:18Z
