strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,34,18,0.5294,,,,,42.5,31.19,25.23,2026-05-20T08:32:00Z
baseline_random_walk,34,0,0.0,,,,,26.92,20.44,26.92,2026-05-20T08:32:00Z
baseline_simple_technical,34,16,0.4706,,,,,41.74,38.17,19.7,2026-05-20T08:32:00Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-20T08:32:00Z
ugh_v2_alpha,8,4,0.5,8,1.0,7,0.875,25.6,21.09,19.84,2026-05-20T08:32:00Z
ugh_v2_beta,8,6,0.75,8,1.0,8,1.0,22.85,17.76,18.79,2026-05-20T08:32:00Z
ugh_v2_delta,8,6,0.75,8,1.0,7,0.875,24.31,18.72,20.15,2026-05-20T08:32:00Z
ugh_v2_gamma,8,5,0.625,8,1.0,7,0.875,25.41,20.84,20.14,2026-05-20T08:32:00Z
