strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,55,29,0.5273,,,,,33.0,20.69,19.95,2026-06-18T09:21:02Z
baseline_random_walk,55,0,0.0,,,,,21.52,15.59,21.52,2026-06-18T09:21:02Z
baseline_simple_technical,55,32,0.5818,,,,,32.92,25.16,17.76,2026-06-18T09:21:02Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-18T09:21:02Z
ugh_v2_alpha,29,19,0.6552,25,0.8621,18,0.6207,15.48,10.98,11.44,2026-06-18T09:21:02Z
ugh_v2_beta,29,21,0.7241,24,0.8276,20,0.6897,14.71,10.69,11.08,2026-06-18T09:21:02Z
ugh_v2_delta,29,21,0.7241,25,0.8621,19,0.6552,15.09,12.13,11.46,2026-06-18T09:21:02Z
ugh_v2_gamma,29,20,0.6897,25,0.8621,19,0.6552,15.21,11.28,11.34,2026-06-18T09:21:02Z
