strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,79,43,0.5443,,,,,33.67,23.45,21.97,2026-07-22T12:22:58Z
baseline_random_walk,79,0,0.0,,,,,21.54,15.3,21.54,2026-07-22T12:22:58Z
baseline_simple_technical,79,50,0.6329,,,,,29.92,22.77,17.67,2026-07-22T12:22:58Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-22T12:22:58Z
ugh_v2_alpha,53,34,0.6415,36,0.6792,32,0.6038,18.56,11.3,15.1,2026-07-22T12:22:58Z
ugh_v2_beta,53,34,0.6415,32,0.6038,34,0.6415,18.49,13.18,15.12,2026-07-22T12:22:58Z
ugh_v2_delta,53,35,0.6604,34,0.6415,34,0.6415,18.52,12.29,15.19,2026-07-22T12:22:58Z
ugh_v2_gamma,53,35,0.6604,37,0.6981,34,0.6415,18.39,11.95,15.08,2026-07-22T12:22:58Z
