strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,32,16,0.5,,,,,44.86,37.06,26.51,2026-05-18T08:49:34Z
baseline_random_walk,32,0,0.0,,,,,27.48,21.04,27.48,2026-05-18T08:49:34Z
baseline_simple_technical,32,15,0.4688,,,,,41.71,38.17,19.56,2026-05-18T08:49:34Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-05-18T08:49:34Z
ugh_v2_alpha,6,2,0.3333,6,1.0,5,0.8333,30.73,27.06,23.05,2026-05-18T08:49:34Z
ugh_v2_beta,6,4,0.6667,6,1.0,6,1.0,28.06,21.95,22.65,2026-05-18T08:49:34Z
ugh_v2_delta,6,4,0.6667,6,1.0,5,0.8333,29.56,24.41,24.0,2026-05-18T08:49:34Z
ugh_v2_gamma,6,3,0.5,6,1.0,5,0.8333,30.39,26.83,23.36,2026-05-18T08:49:34Z
