strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,95,51,0.5368,,,,,39.22,27.86,27.41,2026-08-13T06:21:20Z
baseline_random_walk,95,0,0.0,,,,,25.03,15.3,25.03,2026-08-13T06:21:20Z
baseline_simple_technical,95,57,0.6,,,,,35.36,24.32,21.18,2026-08-13T06:21:20Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-13T06:21:20Z
ugh_v2_alpha,69,41,0.5942,47,0.6812,46,0.6667,25.8,12.51,20.2,2026-08-13T06:21:20Z
ugh_v2_beta,69,41,0.5942,43,0.6232,47,0.6812,25.46,14.63,20.59,2026-08-13T06:21:20Z
ugh_v2_delta,69,41,0.5942,45,0.6522,47,0.6812,25.59,13.46,20.48,2026-08-13T06:21:20Z
ugh_v2_gamma,69,42,0.6087,48,0.6957,48,0.6957,25.58,12.4,20.2,2026-08-13T06:21:20Z
