strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,90,49,0.5444,,,,,37.29,26.82,26.62,2026-08-06T12:52:48Z
baseline_random_walk,90,0,0.0,,,,,24.26,15.2,24.26,2026-08-06T12:52:48Z
baseline_simple_technical,90,56,0.6222,,,,,33.98,23.87,20.8,2026-08-06T12:52:48Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-06T12:52:48Z
ugh_v2_alpha,64,40,0.625,43,0.6719,41,0.6406,23.9,11.94,19.86,2026-08-06T12:52:48Z
ugh_v2_beta,64,40,0.625,39,0.6094,43,0.6719,23.57,13.72,20.02,2026-08-06T12:52:48Z
ugh_v2_delta,64,41,0.6406,41,0.6406,43,0.6719,23.6,12.73,19.99,2026-08-06T12:52:48Z
ugh_v2_gamma,64,41,0.6406,44,0.6875,43,0.6719,23.7,12.14,19.82,2026-08-06T12:52:48Z
