strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,54,28,0.5185,,,,,33.49,20.73,20.2,2026-06-17T09:56:42Z
baseline_random_walk,54,0,0.0,,,,,21.63,15.52,21.63,2026-06-17T09:56:42Z
baseline_simple_technical,54,31,0.5741,,,,,33.47,25.87,18.04,2026-06-17T09:56:42Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-17T09:56:42Z
ugh_v2_alpha,28,18,0.6429,24,0.8571,17,0.6071,15.66,11.06,11.48,2026-06-17T09:56:42Z
ugh_v2_beta,28,20,0.7143,23,0.8214,19,0.6786,14.89,11.88,11.14,2026-06-17T09:56:42Z
ugh_v2_delta,28,20,0.7143,24,0.8571,18,0.6429,15.28,12.21,11.52,2026-06-17T09:56:42Z
ugh_v2_gamma,28,19,0.6786,24,0.8571,18,0.6429,15.38,11.44,11.36,2026-06-17T09:56:42Z
