strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,50,26,0.52,,,,,33.82,20.73,20.67,2026-06-11T09:16:40Z
baseline_random_walk,50,0,0.0,,,,,21.97,15.52,21.97,2026-06-11T09:16:40Z
baseline_simple_technical,50,28,0.56,,,,,34.85,29.85,18.73,2026-06-11T09:16:40Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-11T09:16:40Z
ugh_v2_alpha,24,16,0.6667,22,0.9167,15,0.625,15.56,11.06,11.29,2026-06-11T09:16:40Z
ugh_v2_beta,24,18,0.75,21,0.875,17,0.7083,14.58,11.88,10.88,2026-06-11T09:16:40Z
ugh_v2_delta,24,18,0.75,22,0.9167,16,0.6667,15.07,12.21,11.33,2026-06-11T09:16:40Z
ugh_v2_gamma,24,17,0.7083,22,0.9167,16,0.6667,15.22,11.44,11.11,2026-06-11T09:16:40Z
