strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,76,40,0.5263,,,,,34.29,24.0,22.14,2026-07-17T07:22:44Z
baseline_random_walk,76,0,0.0,,,,,21.71,15.44,21.71,2026-07-17T07:22:44Z
baseline_simple_technical,76,47,0.6184,,,,,30.37,23.92,17.64,2026-07-17T07:22:44Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-17T07:22:44Z
ugh_v2_alpha,50,31,0.62,34,0.68,29,0.58,18.79,11.48,15.13,2026-07-17T07:22:44Z
ugh_v2_beta,50,31,0.62,30,0.6,31,0.62,18.68,13.35,15.1,2026-07-17T07:22:44Z
ugh_v2_delta,50,32,0.64,32,0.64,31,0.62,18.73,12.31,15.2,2026-07-17T07:22:44Z
ugh_v2_gamma,50,32,0.64,35,0.7,31,0.62,18.6,12.14,15.09,2026-07-17T07:22:44Z
