strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,63,33,0.5238,,,,,31.48,20.02,19.6,2026-06-30T08:33:20Z
baseline_random_walk,63,0,0.0,,,,,20.48,15.3,20.48,2026-06-30T08:33:20Z
baseline_simple_technical,63,38,0.6032,,,,,30.34,23.53,16.84,2026-06-30T08:33:20Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-30T08:33:20Z
ugh_v2_alpha,37,25,0.6757,30,0.8108,22,0.5946,15.09,10.85,11.45,2026-06-30T08:33:20Z
ugh_v2_beta,37,26,0.7027,27,0.7297,24,0.6486,14.66,11.07,11.35,2026-06-30T08:33:20Z
ugh_v2_delta,37,26,0.7027,29,0.7838,23,0.6216,14.92,11.67,11.6,2026-06-30T08:33:20Z
ugh_v2_gamma,37,26,0.7027,31,0.8378,23,0.6216,14.87,10.94,11.36,2026-06-30T08:33:20Z
