strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,46,23,0.5,,,,,35.67,25.18,21.42,2026-06-05T13:50:27Z
baseline_random_walk,46,0,0.0,,,,,22.87,16.12,22.87,2026-06-05T13:50:27Z
baseline_simple_technical,46,24,0.5217,,,,,37.48,34.2,19.97,2026-06-05T13:50:27Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-05T13:50:27Z
ugh_v2_alpha,20,12,0.6,19,0.95,15,0.75,17.08,11.4,11.96,2026-06-05T13:50:27Z
ugh_v2_beta,20,14,0.7,19,0.95,17,0.85,15.75,13.41,11.3,2026-06-05T13:50:27Z
ugh_v2_delta,20,14,0.7,19,0.95,16,0.8,16.4,12.31,11.91,2026-06-05T13:50:27Z
ugh_v2_gamma,20,13,0.65,19,0.95,16,0.8,16.65,12.17,11.72,2026-06-05T13:50:27Z
