strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,45,23,0.5111,,,,,36.24,25.8,21.73,2026-06-04T08:55:38Z
baseline_random_walk,45,0,0.0,,,,,23.35,16.5,23.35,2026-06-04T08:55:38Z
baseline_simple_technical,45,24,0.5333,,,,,37.87,34.37,20.02,2026-06-04T08:55:38Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-04T08:55:38Z
ugh_v2_alpha,19,12,0.6316,18,0.9474,14,0.7368,17.42,11.66,12.16,2026-06-04T08:55:38Z
ugh_v2_beta,19,14,0.7368,18,0.9474,16,0.8421,16.05,13.65,11.5,2026-06-04T08:55:38Z
ugh_v2_delta,19,14,0.7368,18,0.9474,15,0.7895,16.72,12.34,12.13,2026-06-04T08:55:38Z
ugh_v2_gamma,19,13,0.6842,18,0.9474,15,0.7895,16.99,12.4,11.93,2026-06-04T08:55:38Z
