strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,42,20,0.4762,,,,,38.06,26.82,22.52,2026-06-01T10:27:56Z
baseline_random_walk,42,0,0.0,,,,,23.93,16.77,23.93,2026-06-01T10:27:56Z
baseline_simple_technical,42,21,0.5,,,,,39.96,37.16,20.83,2026-06-01T10:27:56Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-01T10:27:56Z
ugh_v2_alpha,16,9,0.5625,16,1.0,11,0.6875,19.63,17.09,13.38,2026-06-01T10:27:56Z
ugh_v2_beta,16,11,0.6875,16,1.0,13,0.8125,17.9,16.28,12.5,2026-06-01T10:27:56Z
ugh_v2_delta,16,11,0.6875,16,1.0,12,0.75,18.79,16.25,13.33,2026-06-01T10:27:56Z
ugh_v2_gamma,16,10,0.625,16,1.0,12,0.75,19.08,16.61,13.07,2026-06-01T10:27:56Z
