strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,58,30,0.5172,,,,,33.04,21.85,20.28,2026-06-23T10:35:48Z
baseline_random_walk,58,0,0.0,,,,,21.57,15.67,21.57,2026-06-23T10:35:48Z
baseline_simple_technical,58,34,0.5862,,,,,32.16,24.77,17.59,2026-06-23T10:35:48Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-23T10:35:48Z
ugh_v2_alpha,32,21,0.6562,26,0.8125,20,0.625,16.08,11.22,12.07,2026-06-23T10:35:48Z
ugh_v2_beta,32,22,0.6875,24,0.75,22,0.6875,15.48,13.13,11.84,2026-06-23T10:35:48Z
ugh_v2_delta,32,22,0.6875,25,0.7812,21,0.6562,15.83,12.29,12.19,2026-06-23T10:35:48Z
ugh_v2_gamma,32,22,0.6875,27,0.8438,21,0.6562,15.84,11.78,11.98,2026-06-23T10:35:48Z
