strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,59,31,0.5254,,,,,32.72,20.76,20.18,2026-06-24T13:14:08Z
baseline_random_walk,59,0,0.0,,,,,21.25,15.59,21.25,2026-06-24T13:14:08Z
baseline_simple_technical,59,35,0.5932,,,,,31.82,24.39,17.5,2026-06-24T13:14:08Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-24T13:14:08Z
ugh_v2_alpha,33,22,0.6667,27,0.8182,20,0.6061,15.76,11.14,11.87,2026-06-24T13:14:08Z
ugh_v2_beta,33,23,0.697,25,0.7576,22,0.6667,15.21,13.08,11.68,2026-06-24T13:14:08Z
ugh_v2_delta,33,23,0.697,26,0.7879,21,0.6364,15.53,12.28,12.0,2026-06-24T13:14:08Z
ugh_v2_gamma,33,23,0.697,28,0.8485,21,0.6364,15.52,11.61,11.78,2026-06-24T13:14:08Z
