strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,98,52,0.5306,,,,,38.51,26.82,26.72,2026-08-18T11:18:56Z
baseline_random_walk,98,0,0.0,,,,,24.57,15.07,24.57,2026-08-18T11:18:56Z
baseline_simple_technical,98,58,0.5918,,,,,35.47,24.44,21.35,2026-08-18T11:18:56Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-18T11:18:56Z
ugh_v2_alpha,72,42,0.5833,50,0.6944,48,0.6667,25.28,12.54,19.51,2026-08-18T11:18:56Z
ugh_v2_beta,72,42,0.5833,46,0.6389,50,0.6944,24.87,14.21,20.01,2026-08-18T11:18:56Z
ugh_v2_delta,72,42,0.5833,48,0.6667,50,0.6944,25.05,13.18,19.79,2026-08-18T11:18:56Z
ugh_v2_gamma,72,43,0.5972,51,0.7083,50,0.6944,25.05,12.37,19.53,2026-08-18T11:18:56Z
