strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,69,37,0.5362,,,,,33.63,22.94,22.2,2026-07-08T12:16:04Z
baseline_random_walk,69,0,0.0,,,,,21.55,15.59,21.55,2026-07-08T12:16:04Z
baseline_simple_technical,69,43,0.6232,,,,,30.47,23.53,17.74,2026-07-08T12:16:04Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-08T12:16:04Z
ugh_v2_alpha,43,29,0.6744,32,0.7442,22,0.5116,17.8,11.14,14.39,2026-07-08T12:16:04Z
ugh_v2_beta,43,30,0.6977,28,0.6512,25,0.5814,17.4,13.08,14.33,2026-07-08T12:16:04Z
ugh_v2_delta,43,30,0.6977,30,0.6977,24,0.5581,17.62,12.28,14.52,2026-07-08T12:16:04Z
ugh_v2_gamma,43,30,0.6977,33,0.7674,24,0.5581,17.6,11.61,14.32,2026-07-08T12:16:04Z
