strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,53,27,0.5094,,,,,34.06,20.76,20.53,2026-06-16T12:11:12Z
baseline_random_walk,53,0,0.0,,,,,21.86,15.74,21.86,2026-06-16T12:11:12Z
baseline_simple_technical,53,30,0.566,,,,,34.04,26.58,18.31,2026-06-16T12:11:12Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-16T12:11:12Z
ugh_v2_alpha,27,17,0.6296,23,0.8519,16,0.5926,16.12,11.14,11.78,2026-06-16T12:11:12Z
ugh_v2_beta,27,19,0.7037,22,0.8148,18,0.6667,15.32,13.08,11.43,2026-06-16T12:11:12Z
ugh_v2_delta,27,19,0.7037,23,0.8519,17,0.6296,15.72,12.28,11.82,2026-06-16T12:11:12Z
ugh_v2_gamma,27,18,0.6667,23,0.8519,17,0.6296,15.81,11.61,11.65,2026-06-16T12:11:12Z
