strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,74,39,0.527,,,,,34.89,25.18,22.44,2026-07-15T12:10:42Z
baseline_random_walk,74,0,0.0,,,,,22.12,15.67,22.12,2026-07-15T12:10:42Z
baseline_simple_technical,74,45,0.6081,,,,,30.75,24.35,17.68,2026-07-15T12:10:42Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-07-15T12:10:42Z
ugh_v2_alpha,48,30,0.625,32,0.6667,27,0.5625,19.37,12.08,15.56,2026-07-15T12:10:42Z
ugh_v2_beta,48,30,0.625,28,0.5833,29,0.6042,19.25,13.59,15.53,2026-07-15T12:10:42Z
ugh_v2_delta,48,31,0.6458,30,0.625,29,0.6042,19.31,12.62,15.63,2026-07-15T12:10:42Z
ugh_v2_gamma,48,31,0.6458,33,0.6875,29,0.6042,19.18,12.37,15.52,2026-07-15T12:10:42Z
