strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,112,57,0.5089,,,,,42.51,28.03,28.63,2026-09-08T09:51:41Z
baseline_random_walk,112,0,0.0,,,,,27.29,15.2,27.29,2026-09-08T09:51:41Z
baseline_simple_technical,112,63,0.5625,,,,,39.34,30.92,23.67,2026-09-08T09:51:41Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-09-08T09:51:41Z
ugh_v2_alpha,86,46,0.5349,61,0.7093,58,0.6824,29.1,13.79,23.18,2026-09-08T09:51:41Z
ugh_v2_beta,86,47,0.5465,57,0.6628,59,0.6941,28.98,14.88,23.32,2026-09-08T09:51:41Z
ugh_v2_delta,86,45,0.5233,59,0.686,60,0.7059,29.12,14.33,23.34,2026-09-08T09:51:41Z
ugh_v2_gamma,86,47,0.5465,62,0.7209,60,0.7059,28.86,13.82,23.24,2026-09-08T09:51:41Z
