strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,97,52,0.5361,,,,,38.64,27.83,26.98,2026-08-17T07:51:07Z
baseline_random_walk,97,0,0.0,,,,,24.68,15.1,24.68,2026-08-17T07:51:07Z
baseline_simple_technical,97,58,0.5979,,,,,35.31,24.39,21.33,2026-08-17T07:51:07Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-17T07:51:07Z
ugh_v2_alpha,71,42,0.5915,49,0.6901,47,0.662,25.3,12.51,19.73,2026-08-17T07:51:07Z
ugh_v2_beta,71,42,0.5915,45,0.6338,49,0.6901,24.92,13.79,20.19,2026-08-17T07:51:07Z
ugh_v2_delta,71,42,0.5915,47,0.662,49,0.6901,25.09,12.9,20.0,2026-08-17T07:51:07Z
ugh_v2_gamma,71,43,0.6056,50,0.7042,49,0.6901,25.09,12.34,19.74,2026-08-17T07:51:07Z
