strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,101,53,0.5248,,,,,39.84,27.83,27.02,2026-08-21T05:37:51Z
baseline_random_walk,101,0,0.0,,,,,25.42,15.1,25.42,2026-08-21T05:37:51Z
baseline_simple_technical,101,59,0.5842,,,,,36.42,24.67,21.64,2026-08-21T05:37:51Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-21T05:37:51Z
ugh_v2_alpha,75,42,0.56,53,0.7067,50,0.6667,26.53,13.78,20.74,2026-08-21T05:37:51Z
ugh_v2_beta,75,43,0.5733,49,0.6533,52,0.6933,26.21,14.63,21.03,2026-08-21T05:37:51Z
ugh_v2_delta,75,42,0.56,51,0.68,52,0.6933,26.39,13.8,20.93,2026-08-21T05:37:51Z
ugh_v2_gamma,75,43,0.5733,54,0.72,52,0.6933,26.29,13.8,20.79,2026-08-21T05:37:51Z
