strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,60,32,0.5333,,,,,32.42,20.73,20.09,2026-06-25T10:14:47Z
baseline_random_walk,60,0,0.0,,,,,21.2,15.67,21.2,2026-06-25T10:14:47Z
baseline_simple_technical,60,36,0.6,,,,,31.35,24.35,17.27,2026-06-25T10:14:47Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-06-25T10:14:47Z
ugh_v2_alpha,34,23,0.6765,28,0.8235,20,0.5882,15.62,11.06,11.84,2026-06-25T10:14:47Z
ugh_v2_beta,34,24,0.7059,26,0.7647,22,0.6471,15.12,12.65,11.7,2026-06-25T10:14:47Z
ugh_v2_delta,34,24,0.7059,27,0.7941,21,0.6176,15.42,12.21,11.99,2026-06-25T10:14:47Z
ugh_v2_gamma,34,24,0.7059,29,0.8529,21,0.6176,15.39,11.44,11.75,2026-06-25T10:14:47Z
