strategy_kind,observation_count,direction_hit_count,direction_hit_rate,range_hit_count,range_hit_rate,state_proxy_hit_count,state_proxy_hit_rate,mean_close_error_bp,median_close_error_bp,mean_magnitude_error_bp,last_updated_utc
baseline_prev_day_direction,96,52,0.5417,,,,,38.87,27.85,27.18,2026-08-14T06:19:22Z
baseline_random_walk,96,0,0.0,,,,,24.81,15.2,24.81,2026-08-14T06:19:22Z
baseline_simple_technical,96,57,0.5938,,,,,35.42,24.35,21.3,2026-08-14T06:19:22Z
ugh,26,12,0.4615,16,0.6154,26,1.0,27.34,18.64,27.18,2026-08-14T06:19:22Z
ugh_v2_alpha,70,41,0.5857,48,0.6857,47,0.6714,25.61,12.54,19.97,2026-08-14T06:19:22Z
ugh_v2_beta,70,41,0.5857,44,0.6286,48,0.6857,25.16,14.21,20.36,2026-08-14T06:19:22Z
ugh_v2_delta,70,41,0.5857,46,0.6571,48,0.6857,25.36,13.18,20.19,2026-08-14T06:19:22Z
ugh_v2_gamma,70,42,0.6,49,0.7,49,0.7,25.38,12.37,19.96,2026-08-14T06:19:22Z
